image,label
"[[[237 232 223]
  [247 242 233]
  [246 244 234]
  ...
  [155 167 163]
  [155 167 161]
  [154 166 160]]

 [[236 233 223]
  [246 244 234]
  [245 243 233]
  ...
  [156 168 162]
  [155 167 161]
  [154 166 160]]

 [[237 235 225]
  [246 244 234]
  [246 244 234]
  ...
  [156 169 162]
  [156 168 162]
  [155 167 161]]

 ...

 [[ 90 146 157]
  [ 93 148 159]
  [ 91 147 157]
  ...
  [144 180 194]
  [140 179 193]
  [136 178 191]]

 [[ 91 146 158]
  [ 92 148 159]
  [ 91 148 158]
  ...
  [142 181 195]
  [137 176 190]
  [130 173 186]]

 [[ 89 145 156]
  [ 91 147 158]
  [ 92 149 158]
  ...
  [134 175 188]
  [132 171 185]
  [130 172 185]]]",0
"[[[105 108 119]
  [ 98 102 124]
  [ 99 101 124]
  ...
  [ 13   9   9]
  [ 31  39  31]
  [ 80  82  91]]

 [[106 100 124]
  [106  98 109]
  [108  99 113]
  ...
  [ 13  11  16]
  [ 42  47  47]
  [ 83  81  96]]

 [[100  87 106]
  [ 94  91  99]
  [ 99  93 102]
  ...
  [ 11   9  19]
  [ 43  42  49]
  [ 85  82 101]]

 ...

 [[113 115 150]
  [ 93 114 152]
  [ 96 114 147]
  ...
  [ 17  14  27]
  [ 20  15  36]
  [ 17   8  27]]

 [[ 69  95 148]
  [ 70  96 148]
  [ 85 104 146]
  ...
  [ 13  17  26]
  [ 20  16  32]
  [ 14  16  30]]

 [[ 76  95 149]
  [ 69  92 142]
  [ 76  88 135]
  ...
  [ 18  18  22]
  [ 28  14  23]
  [ 17  19  28]]]",0
"[[[156 171 199]
  [155 170 197]
  [156 170 194]
  ...
  [ 56  62  74]
  [ 60  62  73]
  [ 60  62  73]]

 [[ 90 111 139]
  [ 90 109 138]
  [ 92 109 139]
  ...
  [ 54  60  71]
  [ 54  59  68]
  [ 57  59  70]]

 [[ 84 109 142]
  [ 82 106 140]
  [ 84 107 142]
  ...
  [ 51  59  69]
  [ 52  58  67]
  [ 56  60  69]]

 ...

 [[101 109 107]
  [ 67  76  82]
  [ 63  72  84]
  ...
  [120 126 141]
  [122 128 141]
  [125 132 144]]

 [[211 219 218]
  [206 214 218]
  [201 208 217]
  ...
  [249 250 254]
  [249 251 253]
  [250 252 253]]

 [[248 254 252]
  [246 251 254]
  [247 251 255]
  ...
  [254 253 252]
  [254 254 251]
  [254 254 250]]]",0
"[[[  4  17  25]
  [  6  16  26]
  [  7  14  29]
  ...
  [ 78 112 156]
  [ 77 110 155]
  [ 76 110 154]]

 [[  4  18  27]
  [  6  15  28]
  [  7  14  27]
  ...
  [ 77 113 158]
  [ 76 112 158]
  [ 77 112 158]]

 [[ 31  51  70]
  [ 24  42  61]
  [ 18  30  51]
  ...
  [ 78 113 155]
  [ 76 111 154]
  [ 71 106 149]]

 ...

 [[ 28  72 116]
  [ 27  70 114]
  [ 30  75 118]
  ...
  [ 54  88 131]
  [ 46  80 123]
  [ 45  78 122]]

 [[ 31  70 115]
  [ 23  63 108]
  [ 23  64 109]
  ...
  [ 49  83 126]
  [ 39  73 116]
  [ 37  71 114]]

 [[ 25  65 111]
  [ 21  62 107]
  [ 23  65 110]
  ...
  [ 41  75 118]
  [ 43  77 120]
  [ 41  75 118]]]",0
"[[[142 150 157]
  [142 152 159]
  [142 153 159]
  ...
  [178 188 196]
  [177 187 196]
  [175 184 196]]

 [[101 112 118]
  [103 115 121]
  [101 114 119]
  ...
  [144 161 168]
  [143 160 167]
  [142 155 166]]

 [[104 113 117]
  [101 112 116]
  [103 115 119]
  ...
  [141 158 168]
  [141 158 167]
  [143 156 169]]

 ...

 [[102 245 252]
  [100 242 254]
  [ 99 244 252]
  ...
  [149 176 181]
  [137 169 175]
  [102 141 146]]

 [[ 96 246 253]
  [ 99 241 254]
  [ 96 244 255]
  ...
  [110 142 158]
  [ 93 131 149]
  [ 86 126 144]]

 [[181 251 251]
  [189 249 254]
  [187 250 255]
  ...
  [189 199 209]
  [181 196 205]
  [166 184 194]]]",0
"[[[195 205 232]
  [197 200 228]
  [203 201 230]
  ...
  [ 12 100 187]
  [ 10  87 123]
  [ 41  67  85]]

 [[175 187 210]
  [196 202 226]
  [203 203 228]
  ...
  [ 14 102 186]
  [  0  60  97]
  [ 26  42  62]]

 [[143 158 177]
  [191 198 218]
  [203 206 227]
  ...
  [ 19 109 183]
  [ 33  79 113]
  [ 32  35  57]]

 ...

 [[124  98   0]
  [126  96   0]
  [127  94   1]
  ...
  [145 126   0]
  [145 128   1]
  [143 131   3]]

 [[121  94   0]
  [128  99   2]
  [123  90   0]
  ...
  [146 126   0]
  [141 124   0]
  [139 127   0]]

 [[122  94   0]
  [124  94   0]
  [124  91   0]
  ...
  [150 131   3]
  [140 122   0]
  [134 121   0]]]",0
"[[[ 4 24 49]
  [ 5 25 50]
  [ 3 25 50]
  ...
  [16 69 70]
  [40 58 50]
  [17 27 16]]

 [[ 3 23 48]
  [ 4 25 50]
  [ 4 26 51]
  ...
  [17 60 60]
  [ 4 21 14]
  [ 5 26 17]]

 [[ 2 24 49]
  [ 5 28 53]
  [ 5 29 54]
  ...
  [ 1 25 24]
  [ 0 22 18]
  [11 48 43]]

 ...

 [[13 32 44]
  [ 8 27 40]
  [ 4 22 37]
  ...
  [13 46 62]
  [15 34 16]
  [39 55 26]]

 [[21 39 48]
  [25 43 54]
  [22 41 54]
  ...
  [ 7 46 64]
  [37 52 65]
  [25 34 46]]

 [[28 48 54]
  [29 48 55]
  [31 50 59]
  ...
  [21 66 83]
  [14 43 72]
  [26 50 80]]]",0
"[[[123 131  94]
  [136 142 111]
  [142 146 122]
  ...
  [143 101  30]
  [142 100  29]
  [147 105  34]]

 [[120 128  90]
  [133 138 106]
  [140 143 118]
  ...
  [147 105  34]
  [139  97  26]
  [137  95  24]]

 [[120 127  87]
  [130 136 101]
  [139 142 113]
  ...
  [141  99  28]
  [137  95  24]
  [136  94  23]]

 ...

 [[ 27  20   3]
  [ 13  16   0]
  [  7   0   7]
  ...
  [108  32   8]
  [110  34  10]
  [114  38  14]]

 [[ 21  16   5]
  [  7  12   0]
  [  8   1   8]
  ...
  [100  28   5]
  [102  30   6]
  [105  33  10]]

 [[ 17  15   6]
  [  4  10   0]
  [  8   1   8]
  ...
  [ 95  25   2]
  [ 96  26   3]
  [ 98  28   5]]]",0
"[[[252 254 251]
  [230 254 245]
  [231 230 210]
  ...
  [  8  43  83]
  [ 12  44  80]
  [ 12  41  72]]

 [[254 251 253]
  [245 255 248]
  [242 224 197]
  ...
  [  9  44  84]
  [ 12  44  80]
  [ 10  38  69]]

 [[253 243 243]
  [255 255 248]
  [244 225 196]
  ...
  [ 12  45  84]
  [ 15  45  79]
  [ 10  36  64]]

 ...

 [[ 29  35  34]
  [ 26  33  31]
  [ 30  36  35]
  ...
  [ 15  45  70]
  [ 15  42  68]
  [ 10  38  63]]

 [[ 23  31  31]
  [ 27  35  35]
  [ 31  39  39]
  ...
  [ 16  44  68]
  [ 16  43  64]
  [ 13  38  58]]

 [[ 22  30  30]
  [ 30  38  38]
  [ 34  42  42]
  ...
  [ 16  44  68]
  [ 16  43  64]
  [ 13  38  58]]]",0
"[[[109 142 161]
  [109 142 161]
  [110 144 162]
  ...
  [138 164 178]
  [137 163 177]
  [136 162 176]]

 [[109 142 161]
  [110 143 162]
  [110 143 163]
  ...
  [138 164 178]
  [137 163 177]
  [136 162 176]]

 [[109 142 161]
  [110 143 162]
  [111 144 163]
  ...
  [139 165 178]
  [138 164 178]
  [137 163 177]]

 ...

 [[ 56  86 121]
  [ 48  79 112]
  [ 70 102 133]
  ...
  [ 98 127 160]
  [ 96 124 158]
  [101 130 163]]

 [[ 66  96 131]
  [ 58  89 122]
  [ 74 106 136]
  ...
  [109 137 171]
  [113 141 175]
  [117 145 179]]

 [[ 71 102 136]
  [ 68  99 132]
  [ 77 109 139]
  ...
  [107 135 170]
  [116 144 178]
  [124 152 186]]]",0
"[[[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",0
"[[[101  90  83]
  [103  92  84]
  [103  95  86]
  ...
  [ 94  82  78]
  [ 89  77  73]
  [ 77  64  61]]

 [[ 99  91  84]
  [103  94  85]
  [104  95  86]
  ...
  [114 104  97]
  [107  95  89]
  [ 95  83  77]]

 [[ 96  91  84]
  [102  93  85]
  [105  95  87]
  ...
  [117 110 100]
  [117 108  98]
  [115 105  95]]

 ...

 [[ 38  26  22]
  [ 38  26  21]
  [ 37  25  20]
  ...
  [ 32  22  15]
  [ 32  22  15]
  [ 33  23  17]]

 [[ 38  25  22]
  [ 40  28  21]
  [ 42  31  23]
  ...
  [ 32  22  15]
  [ 30  21  15]
  [ 29  20  16]]

 [[ 40  25  22]
  [ 43  31  21]
  [ 44  32  22]
  ...
  [ 28  20  13]
  [ 27  20  15]
  [ 26  19  16]]]",0
"[[[171 126  37]
  [171 128  34]
  [171 128  33]
  ...
  [199 198 210]
  [198 195 210]
  [194 193 208]]

 [[176 125  37]
  [175 126  33]
  [178 129  32]
  ...
  [194 199 206]
  [193 195 203]
  [187 190 198]]

 [[178 127  35]
  [178 128  32]
  [177 130  33]
  ...
  [167 169 186]
  [163 165 184]
  [158 161 179]]

 ...

 [[170 172 178]
  [173 176 181]
  [173 174 180]
  ...
  [197 196 199]
  [195 194 197]
  [194 193 196]]

 [[174 175 185]
  [171 173 182]
  [175 175 184]
  ...
  [196 193 201]
  [193 190 198]
  [193 191 198]]

 [[145 145 159]
  [174 174 186]
  [174 173 183]
  ...
  [194 190 202]
  [193 189 200]
  [192 188 199]]]",0
"[[[167 156 153]
  [168 159 151]
  [168 158 152]
  ...
  [174 157 152]
  [175 154 152]
  [162 154 155]]

 [[160 158 149]
  [160 158 144]
  [163 158 149]
  ...
  [171 159 153]
  [172 156 153]
  [160 153 152]]

 [[168 154 151]
  [164 154 147]
  [160 152 149]
  ...
  [176 165 161]
  [171 159 155]
  [166 154 152]]

 ...

 [[ 80  59  49]
  [ 80  61  47]
  [ 77  64  54]
  ...
  [  9  10   8]
  [  7   7   7]
  [  7   6   8]]

 [[ 74  51  42]
  [ 78  54  45]
  [ 78  57  48]
  ...
  [ 11  12  10]
  [ 11  12  10]
  [  9   9   9]]

 [[ 59  49  45]
  [ 70  57  53]
  [ 70  53  51]
  ...
  [ 11  12  10]
  [ 12  13  11]
  [ 12  12  11]]]",0
"[[[178 227 235]
  [177 226 234]
  [174 226 233]
  ...
  [105 179 227]
  [104 180 228]
  [106 184 231]]

 [[178 227 235]
  [177 226 234]
  [174 226 233]
  ...
  [106 182 230]
  [107 185 232]
  [111 190 237]]

 [[178 227 235]
  [177 226 234]
  [174 226 233]
  ...
  [109 187 234]
  [112 191 238]
  [113 194 241]]

 ...

 [[ 52 125 196]
  [ 50 127 197]
  [ 55 127 198]
  ...
  [ 97 109 118]
  [143 161 179]
  [113 135 162]]

 [[ 53 123 196]
  [ 51 123 201]
  [ 58 130 207]
  ...
  [137 159 176]
  [130 147 174]
  [116 126 159]]

 [[ 57 123 192]
  [ 57 125 195]
  [ 75 136 200]
  ...
  [117 138 161]
  [124 140 169]
  [106 116 149]]]",0
"[[[ 78  83  81]
  [ 78  83  81]
  [ 78  84  83]
  ...
  [ 75  89 112]
  [ 76  90 112]
  [ 75  89 111]]

 [[ 76  81  80]
  [ 76  81  80]
  [ 77  82  81]
  ...
  [ 73  87 109]
  [ 73  87 110]
  [ 73  87 110]]

 [[ 77  82  81]
  [ 77  82  81]
  [ 78  83  82]
  ...
  [ 71  87 110]
  [ 72  88 111]
  [ 71  87 110]]

 ...

 [[ 44  54  64]
  [ 34  45  53]
  [ 36  44  51]
  ...
  [  4  10  13]
  [  4   9  12]
  [  4   9  12]]

 [[ 43  53  63]
  [ 34  46  53]
  [ 36  44  51]
  ...
  [  4   9  12]
  [  4   9  12]
  [  4   9  12]]

 [[ 42  52  62]
  [ 33  44  52]
  [ 36  44  51]
  ...
  [  4  10  13]
  [  4   9  12]
  [  4   9  12]]]",0
"[[[103 119 142]
  [106 121 145]
  [108 124 147]
  ...
  [151 160 175]
  [150 159 173]
  [147 155 172]]

 [[106 122 145]
  [109 125 148]
  [110 126 149]
  ...
  [155 164 177]
  [153 162 176]
  [150 158 175]]

 [[108 125 148]
  [110 127 150]
  [112 127 150]
  ...
  [157 166 179]
  [155 164 177]
  [152 160 175]]

 ...

 [[ 77  87  98]
  [ 88  97 110]
  [ 91  98 112]
  ...
  [ 84 102 120]
  [ 83 101 121]
  [ 72  92 118]]

 [[ 85  95 105]
  [ 83  93 107]
  [ 90  98 113]
  ...
  [ 84 101 120]
  [ 82 100 120]
  [ 68  89 115]]

 [[ 92 103 114]
  [ 76  87 103]
  [ 88  96 111]
  ...
  [ 85 100 119]
  [ 80  98 118]
  [ 64  84 111]]]",0
"[[[ 43  59  71]
  [ 46  62  74]
  [ 45  61  73]
  ...
  [ 74  90 113]
  [ 74  91 112]
  [ 74  89 108]]

 [[ 45  61  73]
  [ 44  60  72]
  [ 45  61  73]
  ...
  [ 77  93 116]
  [ 76  92 113]
  [ 75  90 109]]

 [[ 48  64  76]
  [ 46  62  74]
  [ 47  63  75]
  ...
  [ 78  94 118]
  [ 78  95 116]
  [ 77  91 110]]

 ...

 [[ 21  62 101]
  [ 23  65 104]
  [ 22  66 105]
  ...
  [ 25  72 123]
  [ 22  69 120]
  [ 29  74 125]]

 [[ 21  60  92]
  [ 24  63  97]
  [ 21  62  97]
  ...
  [ 24  71 122]
  [ 26  73 124]
  [ 25  72 123]]

 [[  8  25  38]
  [  9  27  41]
  [  7  27  42]
  ...
  [ 24  70 122]
  [ 23  70 121]
  [ 22  69 120]]]",0
"[[[ 16  20  21]
  [ 16  20  21]
  [ 15  19  20]
  ...
  [136 140 141]
  [134 138 139]
  [134 138 139]]

 [[ 15  19  20]
  [ 17  22  22]
  [ 16  21  20]
  ...
  [134 139 140]
  [133 138 139]
  [133 138 139]]

 [[ 17  19  20]
  [ 17  19  19]
  [ 17  19  19]
  ...
  [134 139 140]
  [133 138 139]
  [133 138 139]]

 ...

 [[ 17  17  17]
  [ 17  17  17]
  [ 17  17  17]
  ...
  [182 182 180]
  [179 180 178]
  [178 179 177]]

 [[ 17  17  17]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [183 184 181]
  [180 181 179]
  [179 180 178]]

 [[ 15  15  15]
  [ 16  16  16]
  [ 15  15  15]
  ...
  [183 184 182]
  [180 181 179]
  [179 180 178]]]",0
"[[[250 255 234]
  [254 255 226]
  [255 255 221]
  ...
  [105  96  86]
  [112  97  85]
  [111  97  81]]

 [[252 255 232]
  [254 255 226]
  [255 254 222]
  ...
  [101  94  83]
  [109 100  86]
  [104 101  83]]

 [[253 253 229]
  [255 255 230]
  [253 252 224]
  ...
  [106 100  89]
  [112 103  89]
  [107 105  87]]

 ...

 [[119 111  88]
  [115 105  85]
  [115 103  85]
  ...
  [124 111  89]
  [128 115  93]
  [134 117  96]]

 [[122 110  86]
  [118 105  83]
  [115 104  84]
  ...
  [124 112  88]
  [126 113  90]
  [133 117  94]]

 [[126 111  85]
  [119 105  82]
  [115 104  82]
  ...
  [120 109  82]
  [126 114  87]
  [132 117  91]]]",0
"[[[ 77 121 150]
  [ 76 119 148]
  [ 74 118 147]
  ...
  [135 169 193]
  [137 170 194]
  [138 172 196]]

 [[ 77 121 150]
  [ 76 120 149]
  [ 75 119 147]
  ...
  [135 169 193]
  [136 170 194]
  [138 172 196]]

 [[ 77 121 150]
  [ 76 120 149]
  [ 75 119 148]
  ...
  [136 170 194]
  [137 171 195]
  [138 172 196]]

 ...

 [[ 94 138 169]
  [ 95 141 173]
  [ 95 142 177]
  ...
  [ 61 111 150]
  [ 79 130 171]
  [ 84 138 181]]

 [[ 93 137 168]
  [ 96 142 174]
  [ 94 141 176]
  ...
  [ 43  91 130]
  [ 58 107 149]
  [ 77 129 172]]

 [[ 92 137 167]
  [ 97 142 174]
  [ 94 140 176]
  ...
  [ 33  81 119]
  [ 40  90 131]
  [ 60 111 153]]]",0
"[[[103 132 125]
  [ 99 127 125]
  [100 127 130]
  ...
  [178 237 254]
  [181 238 253]
  [189 241 254]]

 [[ 96 129 126]
  [ 97 121 121]
  [108 123 129]
  ...
  [183 241 254]
  [186 241 255]
  [183 236 252]]

 [[ 87 116 120]
  [ 85 103 109]
  [132 140 145]
  ...
  [189 244 253]
  [192 247 255]
  [187 242 255]]

 ...

 [[ 59 104 137]
  [ 65 110 143]
  [ 65 110 143]
  ...
  [ 88 138 174]
  [ 89 133 170]
  [ 87 128 166]]

 [[ 65 109 141]
  [ 65 109 141]
  [ 66 111 142]
  ...
  [ 86 138 175]
  [ 86 132 170]
  [ 86 128 167]]

 [[ 70 114 145]
  [ 71 115 146]
  [ 81 125 156]
  ...
  [ 83 135 172]
  [ 80 127 165]
  [ 79 122 161]]]",0
"[[[ 85 184 216]
  [ 86 185 217]
  [ 85 184 216]
  ...
  [ 83 191 222]
  [ 84 192 223]
  [ 84 192 224]]

 [[ 85 184 214]
  [ 86 185 214]
  [ 85 184 214]
  ...
  [ 84 192 223]
  [ 83 191 222]
  [ 82 190 221]]

 [[ 87 185 214]
  [ 86 184 213]
  [ 87 185 214]
  ...
  [ 84 192 223]
  [ 83 191 222]
  [ 82 190 221]]

 ...

 [[ 25  32  46]
  [ 25  33  44]
  [ 28  38  43]
  ...
  [107 212 235]
  [109 214 236]
  [109 214 237]]

 [[ 38  40  52]
  [ 39  47  50]
  [ 53  68  63]
  ...
  [105 214 236]
  [101 210 232]
  [103 212 234]]

 [[ 51  67  69]
  [ 43  61  60]
  [ 58  78  75]
  ...
  [ 94 208 233]
  [ 96 208 234]
  [ 98 208 234]]]",0
"[[[ 33  53  34]
  [ 25  36  25]
  [ 16  26  14]
  ...
  [ 71 104  92]
  [ 71 106  92]
  [ 72 104  93]]

 [[ 37  61  42]
  [ 27  40  30]
  [ 16  27  16]
  ...
  [ 70 104  91]
  [ 71 105  91]
  [ 69 103  92]]

 [[ 64  93  77]
  [ 26  42  34]
  [ 18  29  21]
  ...
  [ 71 104  92]
  [ 74 104  90]
  [ 63 100  88]]

 ...

 [[ 26  46  27]
  [ 25  45  26]
  [ 27  47  28]
  ...
  [ 20  30   7]
  [ 25  36  10]
  [ 30  39  15]]

 [[ 25  45  26]
  [ 25  45  26]
  [ 26  46  27]
  ...
  [ 13  22   2]
  [ 16  26   4]
  [ 22  32  10]]

 [[ 26  46  26]
  [ 26  46  27]
  [ 24  45  26]
  ...
  [ 10  21   1]
  [ 12  24   2]
  [ 16  25   4]]]",0
"[[[ 15  10  12]
  [ 16  11  13]
  [ 17  11  13]
  ...
  [ 19  20  24]
  [ 20  21  25]
  [ 20  21  25]]

 [[ 15  10  12]
  [ 16  11  13]
  [ 16  11  13]
  ...
  [ 20  21  25]
  [ 21  22  26]
  [ 21  22  26]]

 [[ 15  10  12]
  [ 16  11  13]
  [ 16  12  13]
  ...
  [ 21  22  26]
  [ 21  22  26]
  [ 21  22  26]]

 ...

 [[  7  13  35]
  [  5  12  38]
  [  3  14  46]
  ...
  [  3  62 121]
  [ 10  75 131]
  [ 30  97 155]]

 [[  8  24  58]
  [  7  23  58]
  [  9  25  59]
  ...
  [ 14  60 120]
  [  9  61 122]
  [  9  61 122]]

 [[ 14  33  71]
  [ 15  34  72]
  [  8  26  64]
  ...
  [  6  48 104]
  [  6  52 109]
  [ 13  58 115]]]",0
"[[[ 69 103 119]
  [ 69 103 119]
  [ 71 104 123]
  ...
  [ 92 114 126]
  [ 92 114 126]
  [ 91 113 125]]

 [[ 69 103 119]
  [ 69 103 119]
  [ 71 104 123]
  ...
  [ 92 114 126]
  [ 92 114 126]
  [ 92 114 126]]

 [[ 69 103 119]
  [ 69 103 119]
  [ 70 103 122]
  ...
  [ 92 114 126]
  [ 92 114 126]
  [ 91 113 125]]

 ...

 [[ 39  62  84]
  [ 33  52  74]
  [ 34  59  83]
  ...
  [ 26  29  33]
  [ 26  30  31]
  [ 27  32  33]]

 [[ 32  51  74]
  [ 40  62  84]
  [ 29  49  70]
  ...
  [ 30  30  34]
  [ 29  29  31]
  [ 28  32  33]]

 [[ 39  56  79]
  [ 33  57  79]
  [ 51  70  90]
  ...
  [ 28  28  32]
  [ 27  25  28]
  [ 28  32  32]]]",0
"[[[127 130 126]
  [130 130 125]
  [133 133 128]
  ...
  [ 23  20   9]
  [ 31  27  21]
  [ 18  23  17]]

 [[132 133 128]
  [135 135 129]
  [134 135 129]
  ...
  [ 23  21  17]
  [ 25  22  17]
  [ 23  25  20]]

 [[132 132 127]
  [136 136 128]
  [134 136 130]
  ...
  [ 22  24  24]
  [ 24  24  20]
  [ 25  25  21]]

 ...

 [[101 100 108]
  [113 121 130]
  [122 130 127]
  ...
  [208 198 178]
  [202 190 172]
  [194 184 168]]

 [[148 141 146]
  [168 178 176]
  [160 172 165]
  ...
  [211 200 177]
  [205 194 172]
  [196 187 170]]

 [[183 174 168]
  [198 202 186]
  [157 153 142]
  ...
  [214 203 178]
  [207 197 172]
  [199 190 172]]]",0
"[[[ 44  65  67]
  [  5   3   5]
  [  1   3   2]
  ...
  [ 21  35  42]
  [ 26  35  44]
  [  7  24  25]]

 [[ 15  20  18]
  [ 10   5   8]
  [  2   3   8]
  ...
  [ 38  59  64]
  [ 23  48  52]
  [ 36  41  44]]

 [[ 56  69  64]
  [ 72  87  88]
  [ 61  77  85]
  ...
  [120 145 149]
  [129 158 162]
  [132 148 149]]

 ...

 [[101 141 136]
  [100 140 135]
  [100 141 136]
  ...
  [ 76 104 109]
  [ 72 106 109]
  [ 85 112 115]]

 [[123 164 159]
  [124 165 160]
  [131 172 167]
  ...
  [ 83 109 115]
  [ 79 112 115]
  [ 76  99 101]]

 [[178 215 210]
  [185 222 217]
  [176 213 208]
  ...
  [ 70 101 106]
  [ 74 111 114]
  [ 61  93  92]]]",0
"[[[208 178 153]
  [212 179 154]
  [214 180 157]
  ...
  [255 254 253]
  [255 255 254]
  [251 249 245]]

 [[203 179 152]
  [211 180 156]
  [213 180 156]
  ...
  [254 255 254]
  [254 255 253]
  [255 255 254]]

 [[186 148 126]
  [202 178 152]
  [197 181 153]
  ...
  [255 255 255]
  [255 255 255]
  [254 254 254]]

 ...

 [[112  98 104]
  [109 114 131]
  [122 122 131]
  ...
  [ 74  92  83]
  [ 79  90  82]
  [ 80  93  85]]

 [[ 93  84 101]
  [107 111 124]
  [110 100  96]
  ...
  [ 77  93  84]
  [ 86  89  83]
  [ 87  91  82]]

 [[ 69  55  67]
  [108  81  99]
  [106  76  61]
  ...
  [ 71  87  79]
  [ 79  88  80]
  [ 76  87  77]]]",0
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",0
"[[[ 23  78 125]
  [ 37  78 133]
  [ 36  79 131]
  ...
  [  6  76 134]
  [ 15  81 134]
  [ 13  84 140]]

 [[ 35  72 123]
  [ 24  75 131]
  [ 14  73 127]
  ...
  [ 22  80 138]
  [ 26  88 142]
  [ 28  95 151]]

 [[ 19  80 123]
  [ 16  78 125]
  [ 18  74 125]
  ...
  [ 24  88 147]
  [ 25  97 152]
  [ 16 101 155]]

 ...

 [[ 20  72 122]
  [ 14  67 119]
  [ 34  76 123]
  ...
  [  6  33 108]
  [ 10  29 108]
  [  0  27 100]]

 [[ 37  67 120]
  [ 22  66 121]
  [ 15  67 114]
  ...
  [ 17  65 127]
  [ 21  30 104]
  [ 11  30 103]]

 [[ 21  71 121]
  [ 18  72 125]
  [ 12  73 118]
  ...
  [ 34 104 152]
  [ 43  61 126]
  [  2  29  99]]]",0
"[[[ 43  39  48]
  [ 39  37  46]
  [ 49  48  59]
  ...
  [ 29  33  34]
  [ 29  33  34]
  [ 31  35  36]]

 [[ 33  30  39]
  [ 25  24  33]
  [ 31  30  40]
  ...
  [ 21  25  25]
  [ 20  24  25]
  [ 23  27  28]]

 [[ 33  32  41]
  [ 23  24  33]
  [ 22  24  33]
  ...
  [ 16  20  21]
  [ 16  20  21]
  [ 20  24  25]]

 ...

 [[ 65  94 131]
  [ 66  95 132]
  [ 67  96 133]
  ...
  [ 98 118 115]
  [ 97 116 113]
  [ 96 115 112]]

 [[ 65  94 131]
  [ 65  94 131]
  [ 66  95 132]
  ...
  [ 99 119 116]
  [ 99 118 115]
  [ 98 117 114]]

 [[ 66  95 132]
  [ 66  95 132]
  [ 66  95 132]
  ...
  [100 120 117]
  [100 119 116]
  [100 119 116]]]",0
"[[[ 46  69  86]
  [ 59  91 115]
  [ 64  96 115]
  ...
  [ 28  82 128]
  [ 70 107 133]
  [ 26  56  93]]

 [[ 55  73  91]
  [ 49  79 101]
  [ 61  95 114]
  ...
  [ 24  79 132]
  [ 59 106 143]
  [ 34  82 131]]

 [[ 59  77  93]
  [ 47  73  92]
  [ 60  93 113]
  ...
  [ 22  69 113]
  [ 61 109 144]
  [ 31  85 132]]

 ...

 [[103  70 151]
  [102  69 150]
  [105  72 153]
  ...
  [153 170 171]
  [153 165 167]
  [143 155 157]]

 [[ 99  66 147]
  [100  67 148]
  [102  69 150]
  ...
  [147 162 164]
  [141 154 156]
  [148 163 165]]

 [[100  67 148]
  [101  68 149]
  [104  71 152]
  ...
  [151 168 170]
  [141 153 155]
  [143 156 158]]]",0
"[[[ 57  81 101]
  [ 56  80 100]
  [ 53  77  97]
  ...
  [ 42  44  44]
  [ 46  48  48]
  [ 45  47  47]]

 [[ 58  82 102]
  [ 56  80 100]
  [ 54  78  98]
  ...
  [ 53  55  55]
  [ 55  56  56]
  [ 58  60  60]]

 [[ 59  83 103]
  [ 57  81 101]
  [ 54  78  98]
  ...
  [ 66  68  68]
  [ 71  73  73]
  [ 74  76  76]]

 ...

 [[ 32  61  95]
  [ 27  57  86]
  [ 16  49  82]
  ...
  [ 63  80  93]
  [ 53  65  77]
  [ 84  90  91]]

 [[ 32  61  92]
  [ 24  54  83]
  [ 20  51  81]
  ...
  [ 21  44  63]
  [ 60  72  86]
  [ 54  61  66]]

 [[ 28  57  88]
  [ 25  55  84]
  [ 21  51  80]
  ...
  [  4  28  50]
  [ 40  50  64]
  [ 51  60  70]]]",0
